1	86502	Chambers	AZ	35.2375	-109.523
2	86514	Teec Nos Pos	AZ	36.7797	-109.359
3	85602	Benson	AZ	31.9883	-110.2941
4	86011	Flagstaff	AZ	35.6308	-112.0524
5	86016	Gray Mountain	AZ	35.6308	-112.0524
6	86018	Parks	AZ	35.2563	-111.95
7	86336	Sedona	AZ	34.8266	-111.7506
8	85547	Payson	AZ	34.2575	-111.2878
9	85548	Safford	AZ	32.797	-109.7522
10	85533	Clifton	AZ	33.1323	-109.2462
11	85922	Blue	AZ	33.6512	-109.0685
12	85075	Phoenix	AZ	33.2765	-112.1872
13	85202	Mesa	AZ	33.3851	-111.8724
14	85254	Scottsdale	AZ	33.6165	-111.9554
15	85255	Scottsdale	AZ	33.6968	-111.8892
16	85320	Aguila	AZ	33.2765	-112.1872
17	85339	Laveen	AZ	33.3436	-112.1716
18	85381	Peoria	AZ	33.6048	-112.2237
19	86430	Bullhead City	AZ	35.1473	-114.5433
20	86434	Peach Springs	AZ	35.5378	-113.4202
21	86437	Valentine	AZ	35.6053	-113.6427
22	86444	Meadview	AZ	35.9822	-114.0775
23	86520	Blue Gap	AZ	35.2857	-110.2887
24	85601	Arivaca	AZ	31.9701	-111.8907
25	85705	Tucson	AZ	32.2691	-110.9845
26	85719	Tucson	AZ	32.2474	-110.9491
27	85737	Tucson	AZ	32.4352	-110.9845
28	85739	Tucson	AZ	32.465	-110.8922
29	85218	Apache Junction	AZ	33.3656	-111.4487
30	86325	Cornville	AZ	34.7256	-111.9086
31	86335	Rimrock	AZ	34.638	-111.7842
32	85293	Casa Grande	AZ	32.8554	-111.7973
33	85298	Gilbert	AZ	33.2522	-111.7022
34	94623	Oakland	CA	37.6802	-121.9215
35	94701	Berkeley	CA	37.8606	-122.2967
36	95642	Jackson	CA	38.3545	-120.7573
37	95675	River Pines	CA	38.5463	-120.743
38	95928	Chico	CA	39.7224	-121.8113
39	94529	Concord	CA	37.7772	-121.9554
40	94801	Richmond	CA	37.94	-122.362
41	95531	Crescent City	CA	41.7817	-124.1332
42	95635	Greenwood	CA	38.9143	-120.9001
43	93242	Laton	CA	36.4378	-119.7156
44	93706	Fresno	CA	36.6486	-119.9987
45	93750	Fresno	CA	36.7464	-119.6397
46	92283	Winterhaven	CA	32.9818	-114.6854
47	93505	California City	CA	35.1278	-117.9651
48	93212	Corcoran	CA	36.0865	-119.5607
49	95424	Clearlake Park	CA	38.9666	-122.65
50	95426	Cobb	CA	38.8155	-122.7132
51	95435	Finley	CA	38.9639	-122.9009
52	95453	Lakeport	CA	39.047	-122.9328
53	95493	Witter Springs	CA	39.1821	-122.971
54	96068	Nubieber	CA	41.13	-121.1342
55	90001	Los Angeles	CA	33.9731	-118.2479
56	90002	Los Angeles	CA	33.9497	-118.2462
57	90003	Los Angeles	CA	33.9653	-118.2727
58	90007	Los Angeles	CA	34.0294	-118.2871
59	90009	Los Angeles	CA	33.7866	-118.2987
60	90011	Los Angeles	CA	34.0079	-118.2582
61	90015	Los Angeles	CA	34.0434	-118.2716
62	90016	Los Angeles	CA	34.0298	-118.3528
63	90018	Los Angeles	CA	34.029	-118.3152
64	90021	Los Angeles	CA	34.0333	-118.2447
65	90024	Los Angeles	CA	34.0637	-118.4408
66	90025	Los Angeles	CA	34.0447	-118.4487
67	90039	Los Angeles	CA	34.1121	-118.2594
68	90043	Los Angeles	CA	33.9871	-118.3321
69	90054	Los Angeles	CA	33.7866	-118.2987
70	90059	Los Angeles	CA	33.9293	-118.2463
71	90066	Los Angeles	CA	34.003	-118.4298
72	90073	Los Angeles	CA	33.7866	-118.2987
73	90079	Los Angeles	CA	33.7866	-118.2987
74	90080	Los Angeles	CA	33.7866	-118.2987
75	90084	Los Angeles	CA	33.7866	-118.2987
76	90095	Los Angeles	CA	33.7866	-118.2987
77	90223	Compton	CA	33.7866	-118.2987
78	90232	Culver City	CA	34.0168	-118.3973
79	90250	Hawthorne	CA	33.7866	-118.2987
80	90290	Topanga	CA	34.1076	-118.6023
81	90312	Inglewood	CA	33.7866	-118.2987
82	90510	Torrance	CA	33.7866	-118.2987
83	90601	Whittier	CA	34.0011	-118.0371
84	90605	Whittier	CA	33.9413	-118.0356
85	90608	Whittier	CA	33.7866	-118.2987
86	90650	Norwalk	CA	33.9056	-118.0818
87	90659	Norwalk	CA	33.7866	-118.2987
88	90671	Santa Fe Springs	CA	33.7866	-118.2987
89	90815	Long Beach	CA	33.7939	-118.1192
90	90833	Long Beach	CA	33.7678	-118.1994
91	91185	Pasadena	CA	33.7866	-118.2987
92	91204	Glendale	CA	34.1379	-118.2599
93	91208	Glendale	CA	34.1921	-118.235
94	91301	Agoura Hills	CA	33.7866	-118.2987
95	91311	Chatsworth	CA	34.2583	-118.5914
96	91330	Northridge	CA	33.7866	-118.2987
97	91351	Canyon Country	CA	34.4262	-118.449
98	91352	Sun Valley	CA	34.2209	-118.3699
99	91355	Valencia	CA	34.3985	-118.5535
100	91504	Burbank	CA	34.2001	-118.3264
101	91506	Burbank	CA	34.1717	-118.3231
102	91801	Alhambra	CA	34.0914	-118.1293
103	94979	San Anselmo	CA	38.068	-122.741
104	95338	Mariposa	CA	37.4931	-119.9219
105	95494	Yorkville	CA	38.9235	-123.2973
106	95303	Ballico	CA	37.4548	-120.6931
107	96104	Cedarville	CA	41.4759	-120.1516
108	93930	King City	CA	36.2028	-121.1273
109	95004	Aromas	CA	36.8769	-121.6324
110	95712	Chicago Park	CA	39.143	-120.9666
111	90621	Buena Park	CA	33.8772	-117.9893
112	92606	Irvine	CA	33.6951	-117.8224
113	92620	Irvine	CA	33.7009	-117.7564
114	92708	Fountain Valley	CA	33.7102	-117.9503
115	92710	Irvine	CA	33.7074	-117.8403
116	92817	Anaheim	CA	33.8512	-117.7915
117	92821	Brea	CA	33.9291	-117.8845
118	95650	Loomis	CA	38.8071	-121.1698
119	95663	Penryn	CA	38.8567	-121.1791
120	95701	Alta	CA	39.2441	-120.7531
121	95915	Belden	CA	39.9324	-121.3144
122	92230	Cabazon	CA	33.9086	-116.7739
123	92264	Palm Springs	CA	33.8018	-116.517
124	92549	Idyllwild	CA	33.7304	-116.7107
125	92582	San Jacinto	CA	33.7883	-116.9819
126	94237	Sacramento	CA	38.3774	-121.4444
127	94261	Sacramento	CA	38.3774	-121.4444
128	95615	Courtland	CA	38.3137	-121.563
129	95641	Isleton	CA	38.157	-121.6066
130	95660	North Highlands	CA	38.6707	-121.3781
131	95821	Sacramento	CA	38.6239	-121.3837
132	95842	Sacramento	CA	38.6865	-121.3494
133	91786	Upland	CA	34.1144	-117.6583
134	92285	Landers	CA	34.3103	-116.5241
135	92307	Apple Valley	CA	34.5291	-117.2132
136	92334	Fontana	CA	34.84	-115.9671
137	92335	Fontana	CA	34.0794	-117.4551
138	92363	Needles	CA	34.7824	-114.5871
139	92413	San Bernardino	CA	34.84	-115.9671
140	91901	Alpine	CA	32.8282	-116.7543
141	92019	El Cajon	CA	32.7777	-116.9191
142	92022	El Cajon	CA	33.0169	-116.846
143	92104	San Diego	CA	32.7454	-117.1272
144	92106	San Diego	CA	32.7272	-117.2268
145	92110	San Diego	CA	32.7635	-117.2028
146	92112	San Diego	CA	33.0169	-116.846
147	92127	San Diego	CA	33.0279	-117.0856
148	92136	San Diego	CA	32.6834	-117.1219
149	92138	San Diego	CA	33.0169	-116.846
150	92152	San Diego	CA	33.0169	-116.846
151	92155	San Diego	CA	32.6716	-117.1657
152	92162	San Diego	CA	33.0169	-116.846
153	92163	San Diego	CA	33.0169	-116.846
154	92167	San Diego	CA	33.0169	-116.846
155	92169	San Diego	CA	33.0169	-116.846
156	92172	San Diego	CA	33.0169	-116.846
157	92182	San Diego	CA	32.7751	-117.0762
158	92193	San Diego	CA	33.0169	-116.846
159	92194	San Diego	CA	33.0169	-116.846
160	92199	San Diego	CA	32.7516	-117.1918
161	94105	San Francisco	CA	37.7864	-122.3892
162	94109	San Francisco	CA	37.7917	-122.4186
163	94110	San Francisco	CA	37.7509	-122.4153
164	94116	San Francisco	CA	37.7441	-122.4863
165	94120	San Francisco	CA	37.7848	-122.7278
166	94122	San Francisco	CA	37.7593	-122.4836
167	94130	San Francisco	CA	37.8231	-122.3693
168	94137	San Francisco	CA	37.7848	-122.7278
169	94138	San Francisco	CA	37.7848	-122.7278
170	94140	San Francisco	CA	37.7848	-122.7278
171	94142	San Francisco	CA	37.7848	-122.7278
172	94145	San Francisco	CA	37.7848	-122.7278
173	94150	San Francisco	CA	37.7848	-122.7278
174	94160	San Francisco	CA	37.7848	-122.7278
175	94163	San Francisco	CA	37.7848	-122.7278
176	95204	Stockton	CA	37.9743	-121.3154
177	95209	Stockton	CA	38.0377	-121.3445
178	95242	Lodi	CA	38.1308	-121.3345
179	95304	Tracy	CA	37.7319	-121.4096
180	93449	Pismo Beach	CA	35.3917	-120.5492
181	94012	Burlingame	CA	37.3811	-122.3348
182	94059	Redwood City	CA	37.3811	-122.3348
183	94061	Redwood City	CA	37.4647	-122.2304
184	94074	San Gregorio	CA	37.3255	-122.3556
185	94403	San Mateo	CA	37.5395	-122.2998
186	94409	San Mateo	CA	37.3811	-122.3348
187	93160	Santa Barbara	CA	34.2628	-119.8486
188	93190	Santa Barbara	CA	34.2628	-119.8486
189	94040	Mountain View	CA	37.3855	-122.088
190	94088	Sunnyvale	CA	37.1894	-121.7053
191	95103	San Jose	CA	37.3378	-121.8908
192	95108	San Jose	CA	37.3378	-121.8908
193	95111	San Jose	CA	37.2827	-121.8265
194	95113	San Jose	CA	37.3329	-121.8916
195	95116	San Jose	CA	37.3518	-121.8508
196	95134	San Jose	CA	37.4087	-121.9406
197	95141	San Jose	CA	37.1705	-121.7556
198	95156	San Jose	CA	37.3576	-121.8416
199	95157	San Jose	CA	37.3008	-121.9777
200	95161	San Jose	CA	37.3894	-121.8868
201	95170	San Jose	CA	37.3103	-122.0093
202	95190	San Jose	CA	37.3894	-121.8868
203	95191	San Jose	CA	37.3262	-121.9158
204	95194	San Jose	CA	37.3894	-121.8868
205	95196	San Jose	CA	37.3338	-121.8894
206	95007	Brookdale	CA	37.1063	-122.105
207	96001	Redding	CA	40.5605	-122.4116
208	96084	Round Mountain	CA	40.7629	-122.1711
209	96014	Callahan	CA	41.3833	-122.764
210	96039	Happy Camp	CA	41.8018	-123.388
211	94975	Petaluma	CA	38.4631	-122.99
212	95404	Santa Rosa	CA	38.4534	-122.6878
213	95431	Eldridge	CA	38.3348	-122.5055
214	95487	Vineburg	CA	38.2725	-122.4375
215	95351	Modesto	CA	37.6236	-120.9966
216	96074	Paskenta	CA	39.8772	-122.5814
217	93256	Pixley	CA	35.9553	-119.2564
218	95321	Groveland	CA	37.8298	-120.1037
219	93003	Ventura	CA	34.2304	-119.2213
220	93010	Camarillo	CA	34.2313	-119.0464
221	95962	Oregon House	CA	39.3098	-121.2156
222	90899	Long Beach	CA	33.7987	-118.1634
223	91199	Pasadena	CA	34.1478	-118.1436
224	91461	Los Angeles	CA	34.2011	-118.4742
225	92181	National City	CA	32.7151	-117.1563
226	92601	Atwood	CA	33.8654	-117.83
